date,observer,time_of_day,time ,turtle_id ,entry_position,entry_prox,bouts ,session
2/6/2024,gh,PM,5:14,74,under,medium,1,9
2/6/2024,gh,PM,5:19,70,under,far,1,9
2/6/2024,gh,PM,5:25,56,under,close,1,9
2/6/2024,gh,PM,5:32,19,under,medium,1,9
2/13/2024,gh,PM,3:26,33,under,close,1,10
2/13/2024,gh,PM,3:26,9,under,close,1,10
2/13/2024,gh,PM,3:29,33,under,close,1,10
2/13/2024,gh,PM,3:30,33,under,medium,4,10
2/13/2024,gh,PM,3:30,9,under,close,1,10
2/13/2024,gh,PM,3:31,33,under,far,1,10
2/13/2024,gh,PM,3:33,33,under,close,1,10
2/13/2024,gh,PM,3:33,4,under,close,1,10
2/13/2024,gh,PM,3:35,33,under,close,1,10
2/13/2024,gh,PM,3:36,33,under,close,2,10
2/13/2024,gh,PM,3:36,74,under,close,1,10
2/13/2024,gh,PM,3:39,74,under,close,1,10
2/13/2024,gh,PM,3:39,33,under,close,3,10
2/13/2024,gh,PM,3:41,33,under,close,6,10
2/13/2024,gh,PM,3:42,9,under,close,1,10
2/13/2024,gh,PM,3:45,9,under,close,1,10
2/13/2024,gh,PM,3:47,33,under,close,1,10
2/13/2024,gh,PM,3:49,76,under,close,1,10
2/13/2024,gh,PM,3:52,33,under,close,1,10
2/13/2024,gh,PM,3:52,9,under,medium,2,10
2/13/2024,gh,PM,3:55,9,under,close,1,10
2/13/2024,gh,PM,3:56,33,under,medium,1,10
2/13/2024,gh,PM,3:57,9,under,medium,1,10
2/13/2024,gh,PM,3:58,80,under,close,1,10
2/13/2024,gh,PM,4:00,9,under,medium,1,10
2/13/2024,gh,PM,4:01,80,under,far,1,10
2/13/2024,gh,PM,4:02,9,under,far,2,10
2/13/2024,gh,PM,4:06,80,under,far,1,10
2/13/2024,gh,PM,4:08,80,under,close,1,10
2/13/2024,gh,PM,4:09,80,under,close,1,10
2/13/2024,gh,PM,4:11,56,under,close,1,10
2/13/2024,gh,PM,4:16,9,under,medium,1,10
2/13/2024,gh,PM,4:21,74,under,far,1,10
2/13/2024,gh,PM,4:28,80,under,far,1,10
2/13/2024,gh,PM,4:32,70,under,medium,1,10
2/13/2024,gh,PM,4:38,76,direct,close,1,10
2/13/2024,gh,PM,4:38,74,under,close,1,10
2/13/2024,gh,PM,4:42,9,under,medium,1,10
2/13/2024,gh,PM,4:56,45,under,far,1,10
2/16/2024,ca,AM,9:55,56,wall,close,1,11
2/16/2024,ca,AM,9:57,45,under,medium,1,11
2/16/2024,ca,AM,9:57,54,under,close,1,11
2/16/2024,ca,AM,9:58,54,under,close,1,11
2/16/2024,ca,AM,9:58,4,under,medium,1,11
2/16/2024,ca,AM,9:59,76,under,medium,1,11
2/16/2024,ca,AM,10:02,56,under,close,1,11
2/16/2024,ca,AM,10:07,54,under,medium,1,11
2/16/2024,ca,AM,10:07,56,wall,close,1,11
2/16/2024,ca,AM,10:07,77,under,close,1,11
2/16/2024,ca,AM,10:07,45,under,close,1,11
2/16/2024,ca,AM,10:13,56,under,medium,1,11
2/16/2024,ca,AM,10:13,48,under,medium,1,11
2/16/2024,ca,AM,10:13,48,under,far,1,11
2/16/2024,ca,AM,10:16,9,under,close,1,11
2/16/2024,ca,AM,10:16,48,wall,close,1,11
2/16/2024,ca,AM,10:20,33,under,close,1,11
2/16/2024,ca,AM,10:21,54,under,medium,1,11
2/16/2024,ca,AM,10:23,54,under,close,2,11
2/16/2024,ca,AM,10:23,45,wall,close,1,11
2/16/2024,ca,AM,10:25,77,wall,close,1,11
2/16/2024,ca,AM,10:31,70,under,close,1,11
2/16/2024,ca,AM,10:32,4,wall,close,2,11
2/16/2024,ca,AM,10:35,9,under,far,1,11
2/16/2024,ca,AM,10:37,9,under,close,1,11
2/16/2024,ca,AM,10:38,50,under,medium,1,11
2/16/2024,ca,AM,10:39,80,under,medium,1,11
2/16/2024,ca,AM,10:39,77,under,close,1,11
2/16/2024,ca,AM,10:45,100,wall,close,1,11
2/16/2024,ca,AM,10:46,87,under,medium,1,11
2/16/2024,ca,AM,10:47,66,direct,medium,1,11
2/16/2024,ca,AM,10:48,77,wall,close,1,11
2/16/2024,ca,AM,10:49,54,under,medium,1,11
2/16/2024,ca,AM,10:49,66,under,close,1,11
2/16/2024,ca,AM,10:50,66,under,medium,1,11
2/16/2024,ca,AM,10:50,66,under,close,1,11
2/16/2024,ca,AM,10:54,45,under,close,1,11
2/16/2024,ca,AM,10:54,87,under,close,1,11
2/16/2024,ca,AM,10:56,100,under,close,1,11
2/16/2024,ca,AM,11:03,77,wall,close,2,11
2/16/2024,ca,AM,11:06,50,wall,close,1,11
2/16/2024,ca,AM,11:06,56,under,close,1,11
2/16/2024,ca,AM,11:06,77,wall,close,2,11
2/16/2024,ca,AM,11:07,45,under,close,1,11
2/16/2024,ca,AM,11:07,76,wall,close,1,11
2/16/2024,ca,AM,11:07,4,wall,close,1,11
2/16/2024,ca,AM,11:07,77,under,close,1,11
2/16/2024,ca,AM,11:10,77,wall,close,3,11
2/16/2024,ca,AM,11:14,33,under,far,1,11
2/16/2024,ca,AM,11:14,80,wall,close,1,11
2/16/2024,ca,AM,11:14,77,wall,close,1,11
2/16/2024,ca,AM,11:14,45,under,close,1,11
2/16/2024,ca,AM,11:14,76,under,close,1,11
2/16/2024,ca,AM,11:15,33,direct,close,1,11
2/16/2024,ca,AM,11:16,77,wall,close,2,11
2/16/2024,ca,AM,11:16,77,under,close,4,11
2/16/2024,ca,AM,11:16,80,under,close,2,11
2/16/2024,ca,AM,11:18,33,under,close,1,11
2/16/2024,ca,AM,11:19,45,wall,close,1,11
2/16/2024,ca,AM,11:20,80,under,close,3,11
2/16/2024,ca,AM,11:20,33,under,close,3,11
2/16/2024,ca,AM,11:20,77,under,medium,1,11
2/16/2024,ca,AM,11:21,80,wall,close,1,11
2/16/2024,ca,AM,11:21,77,wall,close,1,11
2/16/2024,ca,AM,11:22,33,wall,close,1,11
2/16/2024,ca,AM,11:22,105,under,medium,1,11
2/16/2024,ca,AM,11:22,77,under,close,1,11
2/16/2024,ca,AM,11:22,33,under,medium,1,11
2/16/2024,ca,AM,11:23,80,wall,close,1,11
2/16/2024,ca,AM,11:23,76,wall,close,1,11
2/16/2024,ca,AM,11:23,4,wall,close,1,11
2/16/2024,ca,AM,11:23,45,wall,close,1,11
2/16/2024,ca,AM,11:23,77,under,close,2,11
2/16/2024,ca,AM,11:23,80,under,close,2,11
2/16/2024,ca,AM,11:23,4,under,close,1,11
2/16/2024,ca,AM,11:24,33,under,close,1,11
2/16/2024,ca,AM,11:24,33,under,far,1,11
2/16/2024,ca,AM,11:24,80,under,far,1,11
2/16/2024,ca,AM,11:25,77,under,medium,2,11
2/16/2024,ca,AM,11:25,33,under,close,1,11
2/16/2024,ca,AM,11:25,9,under,close,1,11
2/16/2024,ca,AM,11:25,76,under,close,1,11
2/16/2024,ca,AM,11:26,77,under,medium,1,11
2/16/2024,ca,AM,11:27,80,under,far,1,11
2/16/2024,ca,AM,11:28,77,wall,close,1,11
2/16/2024,ca,AM,11:29,33,under,close,4,11
2/16/2024,ca,AM,11:29,80,under,close,1,11
2/16/2024,ca,AM,11:30,80,under,close,2,11
2/16/2024,ca,AM,11:30,45,wall,close,1,11
2/16/2024,ca,AM,11:30,33,under,close,5,11
2/16/2024,ca,AM,11:30,33,under,far,4,11
2/16/2024,ca,AM,11:32,77,under,medium,1,11
2/16/2024,ca,AM,11:33,80,under,far,2,11
2/16/2024,ca,AM,11:34,77,wall,close,1,11
2/16/2024,ca,AM,11:35,33,under,far,5,11
2/16/2024,ca,AM,11:35,80,direct,far,3,11
2/16/2024,ca,AM,11:35,77,wall,close,1,11
2/16/2024,ca,AM,11:36,77,under,far,1,11
2/16/2024,ca,AM,11:39,33,under,close,1,11
2/16/2024,ca,AM,11:41,77,under,close,1,11
2/16/2024,ca,AM,11:41,33,under,medium,1,11
2/16/2024,ca,AM,11:41,33,under,close,1,11
2/16/2024,ca,AM,11:41,33,under,far,2,11
2/16/2024,ca,AM,11:41,33,under,medium,4,11
2/16/2024,ca,AM,11:41,74,under,medium,1,11
2/16/2024,ca,AM,11:43,80,under,far,1,11
2/16/2024,ca,AM,11:45,80,wall,close,2,11
2/16/2024,ca,AM,11:45,33,under,close,9,11
2/16/2024,ca,AM,11:47,33,under,medium,1,11
2/16/2024,ca,AM,11:47,33,under,close,3,11
2/16/2024,ca,AM,11:49,72,wall,close,1,11
2/16/2024,ca,AM,11:50,45,under,far,1,11
2/16/2024,ca,AM,11:50,9,under,close,4,11
2/16/2024,ca,AM,11:51,33,under,close,3,11
2/16/2024,ca,AM,11:53,9,under,close,1,11
2/16/2024,ca,AM,11:53,33,under,close,3,11
2/16/2024,ca,AM,11:54,33,wall,close,2,11
2/16/2024,ca,AM,11:54,9,wall,close,1,11
2/16/2024,ca,AM,11:54,33,under,close,2,11
2/16/2024,ca,AM,11:54,9,under,close,3,11
2/16/2024,ca,AM,11:56,33,under,medium,1,11
2/16/2024,ca,AM,11:58,9,under,close,1,11
2/16/2024,ca,AM,11:58,45,wall,close,1,11
2/23/2024,ca,AM,10:15,56,under,close,1,12
2/23/2024,ca,AM,10:24,56,wall,close,1,12
2/23/2024,ca,AM,10:29,80,wall,close,1,12
2/23/2024,ca,AM,10:32,76,under,close,1,12
2/23/2024,ca,AM,10:35,77,under,medium,1,12
2/23/2024,ca,AM,10:39,76,under,close,1,12
2/23/2024,ca,AM,10:42,33,under,medium,1,12
2/23/2024,ca,AM,10:43,76,under,close,1,12
2/23/2024,ca,AM,10:48,33,under,close,2,12
2/23/2024,ca,AM,11:00,72,under,far,1,12
2/23/2024,ca,AM,11:02,45,under,medium,1,12
2/23/2024,ca,AM,11:02,100,under,medium,1,12
2/23/2024,ca,AM,11:12,45,under,medium,1,12
2/23/2024,ca,AM,11:14,56,under,close,1,12
2/23/2024,ca,AM,11:14,56,under,far,2,12
2/23/2024,ca,AM,11:23,33,under,close,1,12
2/23/2024,ca,AM,11:24,33,under,close,1,12
2/23/2024,ca,AM,11:28,33,wall,close,1,12
2/23/2024,ca,AM,11:28,33,under,close,5,12
2/23/2024,ca,AM,11:32,77,under,medium,1,12
2/23/2024,ca,AM,11:35,50,under,far,2,12
2/23/2024,ca,AM,11:43,70,wall,close,1,12
3/1/2024,ca,AM,8:03,77,under,close,2,13
3/1/2024,ca,AM,8:04,72,under,close,1,13
3/1/2024,ca,AM,8:04,33,under,close,1,13
3/1/2024,ca,AM,8:04,77,direct,close,1,13
3/1/2024,ca,AM,8:04,72,wall,close,2,13
3/1/2024,ca,AM,8:05,105,under,close,1,13
3/1/2024,ca,AM,8:06,77,under,close,1,13
3/1/2024,ca,AM,8:06,77,direct,close,1,13
3/1/2024,ca,AM,8:06,70,direct,far,1,13
3/1/2024,ca,AM,8:06,105,direct,far,1,13
3/1/2024,ca,AM,8:07,9,wall,close,1,13
3/1/2024,ca,AM,8:07,78,under,close,1,13
3/1/2024,ca,AM,8:07,74,under,close,2,13
3/1/2024,ca,AM,8:07,76,under,medium,1,13
3/1/2024,ca,AM,8:08,105,wall,close,1,13
3/1/2024,ca,AM,8:09,72,under,far,1,13
3/1/2024,ca,AM,8:09,77,under,far,1,13
3/1/2024,ca,AM,8:09,45,under,medium,1,13
3/1/2024,ca,AM,8:09,105,under,far,1,13
3/1/2024,ca,AM,8:09,105,under,close,1,13
3/1/2024,ca,AM,8:09,77,under,far,1,13
3/1/2024,ca,AM,8:09,48,under,medium,1,13
3/1/2024,ca,AM,8:09,70,under,medium,1,13
3/1/2024,ca,AM,8:09,66,under,far,2,13
3/1/2024,ca,AM,8:09,56,under,far,1,13
3/1/2024,ca,AM,8:09,66,under,medium,1,13
3/1/2024,ca,AM,8:09,9,under,close,1,13
3/1/2024,ca,AM,8:10,100,direct,medium,2,13
3/1/2024,ca,AM,8:10,77,under,medium,1,13
3/1/2024,ca,AM,8:10,70,under,far,1,13
3/1/2024,ca,AM,8:10,66,under,close,1,13
3/1/2024,ca,AM,8:10,33,under,far,1,13
3/1/2024,ca,AM,8:12,4,wall,close,1,13
3/1/2024,ca,AM,8:12,4,under,close,1,13
3/1/2024,ca,AM,8:13,45,under,medium,1,13
3/1/2024,ca,AM,8:13,33,under,close,1,13
3/1/2024,ca,AM,8:13,66,under,close,1,13
3/1/2024,ca,AM,8:13,48,under,close,1,13
3/1/2024,ca,AM,8:13,56,under,close,1,13
3/1/2024,ca,AM,8:13,56,under,far,2,13
3/1/2024,ca,AM,8:13,105,under,close,1,13
3/1/2024,ca,AM,8:15,105,under,close,2,13
3/1/2024,ca,AM,8:15,4,wall,close,1,13
3/1/2024,ca,AM,8:15,76,wall,close,1,13
3/1/2024,ca,AM,8:16,105,wall,close,1,13
3/1/2024,ca,AM,8:19,105,under,close,3,13
3/1/2024,ca,AM,8:21,76,under,close,1,13
3/1/2024,ca,AM,8:26,70,under,close,1,13
3/1/2024,ca,AM,8:32,50,under,medium,1,13
3/1/2024,ca,AM,8:39,50,under,medium,1,13
3/1/2024,ca,AM,8:40,9,under,far,1,13
3/1/2024,ca,AM,8:41,4,wall,close,2,13
3/1/2024,ca,AM,8:44,76,under,close,1,13
3/1/2024,ca,AM,8:44,76,wall,close,1,13
3/1/2024,ca,AM,8:44,33,under,close,3,13
3/1/2024,ca,AM,8:44,4,under,far,1,13
3/1/2024,ca,AM,8:44,4,under,close,1,13
3/1/2024,ca,AM,8:45,45,wall,close,1,13
3/1/2024,ca,AM,8:46,74,under,close,1,13
3/1/2024,ca,AM,8:53,33,under,far,1,13
3/1/2024,ca,AM,8:56,66,under,close,1,13
3/1/2024,ca,AM,8:58,74,under,close,1,13
3/1/2024,ca,AM,8:58,66,under,close,1,13
3/1/2024,ca,AM,9:02,74,under,close,4,13
3/1/2024,ca,AM,9:07,76,under,close,2,13
3/1/2024,ca,AM,9:10,9,wall,close,1,13
3/1/2024,ca,AM,9:10,74,wall,close,1,13
3/1/2024,ca,AM,9:10,76,under,medium,1,13
3/1/2024,ca,AM,9:11,9,under,medium,1,13
3/1/2024,ca,AM,9:13,76,under,close,4,13
3/1/2024,ca,AM,9:14,74,under,close,1,13
3/1/2024,ca,AM,9:16,74,wall,close,1,13
3/1/2024,ca,AM,9:17,76,under,close,1,13
3/1/2024,ca,AM,9:17,74,under,close,1,13
3/1/2024,ca,AM,9:18,87,under,far,1,13
3/1/2024,ca,AM,9:18,33,under,medium,1,13
3/1/2024,ca,AM,9:20,105,under,medium,1,13
3/1/2024,ca,AM,9:20,77,under,close,1,13
3/1/2024,ca,AM,9:22,4,under,medium,1,13
3/1/2024,ca,AM,9:23,105,under,close,1,13
3/1/2024,ca,AM,9:29,77,wall,close,1,13
3/1/2024,ca,AM,9:32,72,under,close,1,13
3/1/2024,ca,AM,9:32,45,under,close,1,13
3/1/2024,ca,AM,9:33,87,under,close,1,13
3/1/2024,ca,AM,9:34,77,wall,close,1,13
3/1/2024,ca,AM,9:36,77,wall,close,7,13
3/1/2024,ca,AM,9:39,50,under,medium,1,13
3/1/2024,ca,AM,9:41,77,under,close,3,13
3/1/2024,ca,AM,9:42,56,wall,close,2,13
3/1/2024,ca,AM,9:45,50,under,close,1,13
3/1/2024,ca,AM,9:45,76,under,close,1,13
3/1/2024,ca,AM,9:45,66,under,medium,1,13
3/1/2024,ca,AM,9:49,105,wall,close,1,13
3/1/2024,ca,AM,9:49,72,wall,close,1,13
3/1/2024,ca,AM,9:52,100,wall,close,1,13
3/1/2024,ca,AM,9:54,33,under,close,1,13
3/1/2024,ca,AM,9:56,33,under,medium,1,13
3/1/2024,ca,AM,10:22,33,under,medium,1,14
3/1/2024,ca,AM,10:26,50,under,close,1,14
3/1/2024,ca,AM,10:27,33,under,close,1,14
3/1/2024,ca,AM,10:27,80,under,close,1,14
3/1/2024,ca,AM,10:29,70,under,medium,1,14
3/1/2024,ca,AM,10:36,100,under,close,5,14
3/1/2024,ca,AM,10:39,45,under,medium,2,14
3/1/2024,ca,AM,10:42,100,under,medium,1,14
3/1/2024,ca,AM,10:42,45,under,close,3,14
3/1/2024,ca,AM,10:51,50,under,far,1,14
3/1/2024,ca,AM,10:57,50,under,close,1,14
3/1/2024,ca,AM,10:57,4,wall,close,1,14
3/1/2024,ca,AM,11:06,76,under,medium,1,14
3/1/2024,ca,AM,11:08,4,under,far,1,14
3/1/2024,ca,AM,11:09,50,under,close,1,14
3/1/2024,ca,AM,11:09,70,under,close,1,14
3/1/2024,ca,AM,11:22,33,under,close,1,14
3/1/2024,ca,AM,11:32,74,under,medium,1,14
3/1/2024,ca,AM,11:53,4,under,close,1,14
3/1/2024,ca,AM,11:53,74,under,close,1,14
3/1/2024,ca,AM,11:53,66,wall,close,1,14
3/1/2024,ca,AM,11:53,72,under,close,1,14
3/1/2024,ca,AM,11:55,33,under,far,1,14
3/1/2024,ca,AM,11:56,50,under,medium,1,14
3/1/2024,ca,AM,11:59,33,under,far,1,14
3/1/2024,ca,AM,11:59,72,under,medium,1,14
3/8/2024,ca,PM,2:29,50,under,close,1,15
3/8/2024,ca,PM,2:29,33,wall,close,1,15
3/8/2024,ca,PM,2:32,19,wall,close,2,15
3/8/2024,ca,PM,2:33,9,under,far,1,15
3/8/2024,ca,PM,2:40,19,under,close,1,15
3/8/2024,ca,PM,2:43,80,under,close,1,15
3/8/2024,ca,PM,2:53,80,under,far,1,15
3/8/2024,ca,PM,3:00,54,direct,far,1,15
3/8/2024,ca,PM,3:01,56,wall,close,1,15
3/8/2024,ca,PM,3:02,45,direct,close,1,15
3/8/2024,ca,PM,3:05,19,under,far,1,15
3/8/2024,ca,PM,3:05,56,under,close,1,15
3/8/2024,ca,PM,3:13,74,under,close,1,15
3/8/2024,ca,PM,3:16,45,under,close,1,15
3/8/2024,ca,PM,3:16,45,under,far,1,15
3/8/2024,ca,PM,3:19,56,direct,medium,1,15
3/8/2024,ca,PM,3:19,45,under,medium,2,15
3/8/2024,ca,PM,3:20,56,under,medium,2,15
3/8/2024,ca,PM,3:20,76,under,medium,1,15
3/8/2024,ca,PM,3:20,100,under,close,1,15
3/8/2024,ca,PM,3:25,54,under,close,1,15
3/8/2024,ca,PM,3:25,56,under,close,1,15
3/8/2024,ca,PM,3:26,50,under,close,1,15
3/8/2024,ca,PM,3:29,54,under,medium,1,15
3/8/2024,ca,PM,3:29,80,wall,close,1,15
3/8/2024,ca,PM,3:32,50,under,medium,1,15
3/8/2024,ca,PM,3:35,54,under,medium,1,15
3/8/2024,ca,PM,3:37,54,under,close,1,15
3/8/2024,ca,PM,3:39,50,under,close,1,15
3/8/2024,ca,PM,3:44,9,under,close,3,15
3/8/2024,ca,PM,3:45,50,under,medium,1,15
3/8/2024,ca,PM,3:47,45,under,close,1,15
3/8/2024,ca,PM,3:47,80,under,close,1,15
3/8/2024,ca,PM,3:50,80,under,medium,2,15
3/8/2024,ca,PM,3:50,45,under,close,1,15
3/8/2024,ca,PM,3:54,77,under,close,1,15
3/8/2024,ca,PM,3:56,77,under,medium,2,15
3/8/2024,ca,PM,3:57,100,under,close,1,15
3/8/2024,ca,PM,4:01,77,wall,close,1,15
3/8/2024,ca,PM,4:01,100,wall,close,1,15
3/8/2024,ca,PM,4:01,56,wall,close,1,15
3/8/2024,ca,PM,4:03,56,under,medium,1,15
3/8/2024,ca,PM,4:03,77,under,close,1,15
3/8/2024,ca,PM,4:05,45,under,medium,1,15
3/8/2024,ca,PM,4:05,100,wall,close,1,15
3/8/2024,ca,PM,4:06,54,under,close,1,15
3/8/2024,ca,PM,4:06,105,under,close,1,15
3/8/2024,ca,PM,4:07,74,under,close,1,15
3/8/2024,ca,PM,4:08,77,under,close,1,15
3/8/2024,ca,PM,4:09,100,under,medium,2,15
3/8/2024,ca,PM,4:10,80,wall,close,1,15
3/8/2024,ca,PM,4:11,77,under,close,1,15
3/8/2024,ca,PM,4:11,45,wall,close,2,15
3/8/2024,ca,PM,4:12,100,under,close,1,15
3/8/2024,ca,PM,4:15,100,under,close,1,15
3/8/2024,ca,PM,4:16,100,under,far,1,15
3/8/2024,ca,PM,4:16,4,under,medium,1,15
3/8/2024,ca,PM,4:16,77,direct,far,1,15
3/8/2024,ca,PM,4:18,100,under,close,1,15
3/8/2024,ca,PM,4:23,80,under,medium,1,15
3/8/2024,ca,PM,4:23,100,under,close,1,15
2/27/2024,nr,PM,3:09,54,under,medium,1,16
2/27/2024,nr,PM,3:09,50,wall,close,1,16
2/27/2024,nr,PM,3:11,54,under,medium,1,16
2/27/2024,nr,PM,3:12,4,under,medium,1,16
2/27/2024,nr,PM,3:12,9,under,close,1,16
2/27/2024,nr,PM,3:13,33,wall,close,2,16
2/27/2024,nr,PM,3:14,33,under,far,1,16
2/27/2024,nr,PM,3:18,80,under,close,1,16
2/27/2024,nr,PM,3:22,54,under,close,2,16
2/27/2024,nr,PM,3:24,54,under,close,1,16
2/27/2024,nr,PM,3:27,9,under,close,1,16
2/27/2024,nr,PM,3:30,66,under,far,1,16
2/27/2024,nr,PM,3:35,54,under,medium,1,16
2/27/2024,nr,PM,3:35,56,under,medium,1,16
2/27/2024,nr,PM,3:41,33,wall,close,3,16
2/27/2024,nr,PM,3:44,66,under,medium,1,16
2/27/2024,nr,PM,3:44,84,under,medium,1,16
2/27/2024,nr,PM,3:47,54,under,close,1,16
2/27/2024,nr,PM,3:51,54,under,medium,2,16
2/27/2024,nr,PM,3:53,33,wall,close,3,16
2/27/2024,nr,PM,3:55,33,under,far,1,16
2/27/2024,nr,PM,3:57,77,under,close,1,16
2/27/2024,nr,PM,4:03,84,wall,close,1,16
2/27/2024,nr,PM,4:07,70,wall,close,2,16
2/27/2024,nr,PM,4:11,4,under,medium,1,16
2/27/2024,nr,PM,4:11,9,under,medium,1,16
2/27/2024,nr,PM,4:12,70,wall,close,2,16
2/27/2024,nr,PM,4:22,80,under,close,1,16
2/27/2024,nr,PM,4:28,33,under,medium,2,16
2/27/2024,nr,PM,4:32,19,under,medium,1,16
2/27/2024,nr,PM,4:37,33,under,close,2,16
2/27/2024,nr,PM,4:39,33,under,close,4,16
2/27/2024,nr,PM,4:41,100,under,far,1,16
2/27/2024,nr,PM,4:42,33,under,close,2,16
2/27/2024,nr,PM,4:44,54,under,close,1,16
2/27/2024,nr,PM,4:46,56,under,far,1,16
2/27/2024,nr,PM,4:51,9,under,medium,1,16
2/27/2024,nr,PM,4:59,33,wall,close,2,16
2/27/2024,nr,PM,5:02,33,under,medium,3,16
2/27/2024,nr,PM,5:02,4,under,close,1,16
2/27/2024,nr,PM,5:02,77,under,medium,1,16
2/27/2024,nr,PM,5:04,33,under,close,2,16
2/29/2024,nr,PM,3:02,4,under,close,1,17
2/29/2024,nr,PM,3:02,9,under,close,1,17
2/29/2024,nr,PM,3:05,87,under,close,3,17
2/29/2024,nr,PM,3:07,80,under,medium,2,17
2/29/2024,nr,PM,3:10,70,under,close,1,17
2/29/2024,nr,PM,3:11,80,under,close,1,17
2/29/2024,nr,PM,3:13,4,under,close,1,17
2/29/2024,nr,PM,3:13,100,under,medium,3,17
2/29/2024,nr,PM,3:13,33,under,medium,1,17
2/29/2024,nr,PM,3:15,4,under,close,1,17
2/29/2024,nr,PM,3:15,100,under,medium,1,17
2/29/2024,nr,PM,3:17,87,under,medium,3,17
2/29/2024,nr,PM,3:18,33,wall,close,4,17
2/29/2024,nr,PM,3:20,87,under,close,1,17
2/29/2024,nr,PM,3:22,9,direct,medium,1,17
2/29/2024,nr,PM,3:25,4,direct,far,1,17
2/29/2024,nr,PM,3:31,66,under,close,1,17
2/29/2024,nr,PM,3:36,70,under,close,1,17
2/29/2024,nr,PM,3:36,9,under,medium,1,17
2/29/2024,nr,PM,3:38,4,under,close,1,17
2/29/2024,nr,PM,3:40,33,wall,close,1,17
2/29/2024,nr,PM,3:41,56,under,medium,2,17
2/29/2024,nr,PM,3:43,50,under,medium,1,17
2/29/2024,nr,PM,3:43,33,direct,far,1,17
2/29/2024,nr,PM,3:44,54,under,close,1,17
2/29/2024,nr,PM,3:45,33,under,close,1,17
2/29/2024,nr,PM,3:46,9,under,far,3,17
2/29/2024,nr,PM,3:48,19,under,medium,2,17
2/29/2024,nr,PM,3:48,9,under,medium,1,17
2/29/2024,nr,PM,3:52,4,wall,close,1,17
2/29/2024,nr,PM,3:56,56,under,close,1,17
2/29/2024,nr,PM,4:02,33,under,close,1,17
2/29/2024,nr,PM,4:05,33,wall,close,1,17
2/29/2024,nr,PM,4:07,87,direct,far,1,17
2/29/2024,nr,PM,4:09,33,under,close,1,17
2/29/2024,nr,PM,6:04,33,under,close,1,17
2/29/2024,nr,PM,4:16,33,wall,close,1,17
2/29/2024,nr,PM,4:21,4,under,medium,1,17
2/29/2024,nr,PM,4:21,84,under,medium,1,17
2/29/2024,nr,PM,4:23,9,under,close,1,17
2/29/2024,nr,PM,4:23,4,under,close,1,17
2/29/2024,nr,PM,4:31,9,under,close,1,17
2/29/2024,nr,PM,4:35,100,under,close,1,17
2/29/2024,nr,PM,4:36,87,under,far,3,17
2/29/2024,nr,PM,4:38,54,under,close,2,17
2/29/2024,nr,PM,4:39,33,wall,close,2,17
2/29/2024,nr,PM,4:40,77,under,close,1,17
2/29/2024,nr,PM,4:41,50,under,medium,1,17
2/29/2024,nr,PM,4:43,100,under,close,1,17
2/29/2024,nr,PM,4:51,54,under,close,1,17
2/29/2024,nr,PM,4:55,4,under,close,1,17
2/29/2024,nr,PM,4:55,9,under,far,1,17
3/5/2024,nr,PM,3:01,66,under,close,1,18
3/5/2024,nr,PM,3:08,9,under,close,1,18
3/5/2024,nr,PM,3:19,77,under,medium,1,18
3/5/2024,nr,PM,3:20,100,direct,medium,1,18
3/5/2024,nr,PM,3:29,4,under,close,2,18
3/5/2024,nr,PM,3:32,33,wall,close,1,18
3/5/2024,nr,PM,3:41,54,under,medium,1,18
3/5/2024,nr,PM,3:56,33,wall,close,1,18
3/5/2024,nr,PM,4:02,100,wall,close,1,18
3/5/2024,nr,PM,4:06,56,under,close,1,18
3/5/2024,nr,PM,4:11,4,under,close,1,18
3/5/2024,nr,PM,4:20,19,under,close,1,18
3/5/2024,nr,PM,4:31,33,wall,close,1,18
3/5/2024,nr,PM,4:31,9,under,close,3,18
3/5/2024,nr,PM,4:31,4,under,medium,1,18
3/5/2024,nr,PM,4:45,9,under,medium,2,18
3/5/2024,nr,PM,4:51,56,under,close,1,18
3/7/2024,nr,PM,2:56,56,under,medium,1,19
3/7/2024,nr,PM,2:58,50,under,far,1,19
3/7/2024,nr,PM,2:58,54,under,medium,1,19
3/7/2024,nr,PM,3:01,33,wall,close,1,19
3/7/2024,nr,PM,3:04,33,wall,close,1,19
3/7/2024,nr,PM,3:10,33,wall,close,1,19
3/7/2024,nr,PM,3:32,4,under,medium,1,19
3/7/2024,nr,PM,3:32,9,under,close,1,19
3/7/2024,nr,PM,3:41,50,under,close,1,19
3/7/2024,nr,PM,3:44,76,under,close,3,19
3/7/2024,nr,PM,3:44,70,under,close,1,19
3/7/2024,nr,PM,3:50,70,under,medium,1,19
3/7/2024,nr,PM,3:51,9,under,medium,1,19
3/7/2024,nr,PM,3:52,87,under,close,1,19
3/7/2024,nr,PM,4:01,9,under,close,1,19
3/7/2024,nr,PM,4:03,9,direct,far,1,19
3/7/2024,nr,PM,4:05,33,wall,close,3,19
3/7/2024,nr,PM,4:19,19,under,medium,1,19
3/7/2024,nr,PM,4:20,77,under,medium,1,19
3/7/2024,nr,PM,4:21,4,under,close,1,19
3/7/2024,nr,PM,4:24,56,direct,far,1,19
3/7/2024,nr,PM,4:26,48,under,close,1,19
3/7/2024,nr,PM,4:28,100,under,close,1,19
3/7/2024,nr,PM,4:30,33,wall,close,1,19
3/7/2024,nr,PM,4:32,4,under,medium,2,19
